name,ages,location,id,desc,detail_url,total_open,age_max_year,age_max_month,age_max_week,age_min_year,age_description,days_of_week,time_range_landing_page,date_range_start,date_range_end,date_range,number,time_range
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63237,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63237,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Mon,5:30 PM - 6:00 PM,2024-02-05,2024-03-04,5 February 2024 to 4 March 2024,68639,5:30 PM - 6:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63235,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63235,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Mon,5:00 PM - 5:30 PM,2024-02-05,2024-03-04,5 February 2024 to 4 March 2024,68637,5:00 PM - 5:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,59432,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/59432,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,8:45 AM - 9:15 AM,2024-01-06,2024-03-02,6 January 2024 to 2 March 2024,64834,8:45 AM - 9:15 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,59932,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/59932,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,3:30 PM - 4:00 PM,2024-01-07,2024-03-03,7 January 2024 to 3 March 2024,65334,3:30 PM - 4:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,59935,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/59935,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,4:00 PM - 4:30 PM,2024-01-07,2024-03-03,7 January 2024 to 3 March 2024,65337,4:00 PM - 4:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,58139,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/58139,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,11:00 AM - 11:30 AM,2024-01-06,2024-03-02,6 January 2024 to 2 March 2024,63541,11:00 AM - 11:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,57362,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/57362,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,11:30 AM - Noon,2024-01-07,2024-03-03,7 January 2024 to 3 March 2024,62764,11:30 AM - Noon
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,57351,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/57351,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,10:00 AM - 10:30 AM,2024-01-07,2024-03-03,7 January 2024 to 3 March 2024,62753,10:00 AM - 10:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,57328,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/57328,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Thu,5:00 PM - 5:30 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,62730,5:00 PM - 5:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,57329,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/57329,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Thu,6:30 PM - 7:00 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,62731,6:30 PM - 7:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Canterbury Rec Cplx,53999,These lessons are designed to assist children to overcome a fear of the water or master a skill. A certified instructor will work on a one to one basis. This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/53999,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,6:30 PM - 7:00 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,59401,6:30 PM - 7:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66160,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66160,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,10:30 AM - 11:00 AM,2024-01-13,2024-03-02,13 January 2024 to 2 March 2024,71562,10:30 AM - 11:00 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66162,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66162,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,8:30 AM - 9:00 AM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,71564,8:30 AM - 9:00 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66164,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66164,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,9:00 AM - 9:30 AM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,71566,9:00 AM - 9:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66165,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66165,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,9:30 AM - 10:00 AM,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,71567,9:30 AM - 10:00 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66166,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66166,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,11:30 AM - Noon,2024-01-14,2024-03-03,14 January 2024 to 3 March 2024,71568,11:30 AM - Noon
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66154,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66154,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Fri,5:15 PM - 5:45 PM,2024-01-12,2024-03-08,12 January 2024 to 8 March 2024,71556,5:15 PM - 5:45 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66155,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66155,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Fri,6:00 PM - 6:30 PM,2024-01-12,2024-03-08,12 January 2024 to 8 March 2024,71557,6:00 PM - 6:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66156,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66156,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,9:30 AM - 10:00 AM,2024-01-13,2024-03-02,13 January 2024 to 2 March 2024,71558,9:30 AM - 10:00 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,66152,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/66152,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Fri,4:45 PM - 5:15 PM,2024-01-12,2024-03-08,12 January 2024 to 8 March 2024,71554,4:45 PM - 5:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Sawmill Creek Pool and Cmty Centre,67313,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/67313,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Mon,6:30 PM - 7:00 PM,2024-01-08,2024-03-04,8 January 2024 to 4 March 2024,72715,6:30 PM - 7:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,76509,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/76509,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,6:30 PM - 7:00 PM,2024-01-10,2024-03-27,10 January 2024 to 27 March 2024,81916,6:30 PM - 7:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,76505,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/76505,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,5:00 PM - 5:30 PM,2024-01-10,2024-03-27,10 January 2024 to 27 March 2024,81912,5:00 PM - 5:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,76507,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/76507,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,5:30 PM - 6:00 PM,2024-01-10,2024-03-27,10 January 2024 to 27 March 2024,81914,5:30 PM - 6:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,85901,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/85901,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Thu,5:00 PM - 5:30 PM,2024-01-11,2024-03-28,11 January 2024 to 28 March 2024,91308,5:00 PM - 5:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,86117,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/86117,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,10:00 AM - 10:30 AM,2024-01-14,2024-02-04,14 January 2024 to 4 February 2024,91524,10:00 AM - 10:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,86118,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/86118,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,10:30 AM - 11:00 AM,2024-01-14,2024-02-04,14 January 2024 to 4 February 2024,91525,10:30 AM - 11:00 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,86120,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/86120,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,4:00 PM - 4:30 PM,2024-01-14,2024-02-04,14 January 2024 to 4 February 2024,91527,4:00 PM - 4:30 PM
